author,date,genre,gutenberg_id,source,title,viaf_author_uri
"Meredith, George",1891,fic,4476,gutenberg,One of our conquerors,http://viaf.org/viaf/14773801
"Gissing, George",1891,fic,1709,gutenberg,New Grub Street,http://viaf.org/viaf/59083174
"Morris, William",1891,fic,3261,gutenberg,News from nowhere,http://viaf.org/viaf/22146194
"Wilde, Oscar",1891,fic,174,gutenberg,Picture of Dorian Gray,http://viaf.org/viaf/34464414
"Kipling, Rudyard",1891,fic,5777,gutenberg,Life's handicap; being stories of mine own people,http://viaf.org/viaf/7524679
"Hardy, Thomas",1891,fic,110,gutenberg,Tess of the D'Urbervilles,http://viaf.org/viaf/54148778
"Grossmith, George",1892,fic,1026,gutenberg,Diary of a nobody,http://viaf.org/viaf/64144601
"Baring-Gould, Sabine",1892,fic,40631,gutenberg,In the roar of the sea,http://viaf.org/viaf/66640079
"Ward, Humphry, Mrs.",1892,fic,8076,gutenberg,The history of David Grieve (Vol. 1/3),http://viaf.org/viaf/27084321
"Doyle, Arthur Conan, Sir",1892,fic,1661,gutenberg,The adventures of Sherlock Holmes,http://viaf.org/viaf/65283845
"Wallace, Lew",1893,fic,6848;6849,gutenberg,"The prince of India, or, Why Constantinople fell (Vol. 1/2)",http://viaf.org/viaf/97214081
"Stevenson, Robert Louis",1893,fic,329,gutenberg,Island nights' entertainments,http://viaf.org/viaf/95207986
"Gissing, George",1893,fic,4313,gutenberg,Odd women,http://viaf.org/viaf/59083174
"Henty, George Alfred",1894,fic,53717,gutenberg,Through the Sikh war; a tale of the conquest of the Punjaub,http://viaf.org/viaf/69058592
"Du Maurier, George",1894,fic,39858,gutenberg,Trilby (Vol. 1/3),http://viaf.org/viaf/10144
"Moore, George",1894,fic,8157,gutenberg,Esther Waters,http://viaf.org/viaf/88634979
"Wells, H. G.",1895,fic,35,gutenberg,Time machine,http://viaf.org/viaf/97006424
"Ward, Humphry, Mrs.",1895,fic,12181,gutenberg,Story of Bessie Costrell,http://viaf.org/viaf/27084321
"Allen, Grant",1895,fic,4396,gutenberg,The woman who did,http://viaf.org/viaf/48393117
"Stevenson, Robert Louis",1896,fic,380,gutenberg,Weir of Hermiston,http://viaf.org/viaf/95207986
"Hardy, Thomas",1896,fic,153,gutenberg,Jude the obscure,http://viaf.org/viaf/54148778
"Hardy, Thomas",1897,fic,9438,gutenberg,Well-beloved,http://viaf.org/viaf/54148778
"Gissing, George",1897,fic,4299,gutenberg,Whirlpool,http://viaf.org/viaf/59083174
"Stoker, Bram",1897,fic,345,gutenberg,Dracula,http://viaf.org/viaf/17229847
"Zangwill, Israel",1898,fic,29875,gutenberg,Dreamers of the Ghetto,http://viaf.org/viaf/56617927
"Churchill, Winston",1899,fic,5373,gutenberg,Richard Carvel,http://viaf.org/viaf/94507588
"Brown, George Douglas",1901,fic,25876,gutenberg,The house with the green shutters,http://viaf.org/viaf/7534248
"Butler, Samuel",1903,fic,2084,gutenberg,The way of all flesh,http://viaf.org/viaf/49578292
"Wister, Owen",1902,fic,1298,gutenberg,The Virginian,http://viaf.org/viaf/100961029
"James, Henry",1888,fic,211,gutenberg,The Aspern papers,http://viaf.org/viaf/36920030
"Wister, Owen",1902,fic,1298,gutenberg,The Virginian,http://viaf.org/viaf/100961029
"Abbott, Eleanor Hallowell",1914,fic,22982,gutenberg,Little Eve Edgarton,
"Abbott, Eleanor Hallowell",1910,fic,18665,gutenberg,Molly Make-Believe,
"Abbott, Eleanor Hallowell",1920,fic,22947,gutenberg,"Peace On Earth, Good-Will To Dogs",
"Abbott, Eleanor Hallowell",1921,fic,43025,gutenberg,Rainy Week,
"Abbott, Eleanor Hallowell",1915,fic,22946,gutenberg,The Indiscreet Letter,
"Abbott, Eleanor Hallowell",1913,fic,14506,gutenberg,The White Linen Nurse,
"Abbott, Jane",1920,fic,32053,gutenberg,Happy House,
"Abbott, Jane",1920,fic,29865,gutenberg,Highacres,
"Abbott, Jane",1918,fic,6860,gutenberg,Keineth,
"Abbott, Jane",1922,fic,19057,gutenberg,Red-Robin,
"Abernathy, Robert",1954,fic,31762,gutenberg,The Record of Currupira,
"Abernathy, Robert",1953,fic,35879,gutenberg,The Rotifers,
"Abernathy, Robert",1955,fic,32068,gutenberg,World of the Drone,
"Adams, Samuel Hopkins",1911,fic,6864,gutenberg,Average Jones,
"Adams, Samuel Hopkins",1915,fic,22196,gutenberg,Little Miss Grouch: A Narrative Based on the Log of Alexander Forsyth Smith's Maiden Transatlantic Voyage,
"Adams, Samuel Hopkins",1917,fic,44328,gutenberg,Our Square and the People in It,
"Adams, Samuel Hopkins",1921,fic,15431,gutenberg,Success: A Novel,
"Adams, Samuel Hopkins",1914,fic,16447,gutenberg,The Clarion,
"Adams, Samuel Hopkins",1912,fic,36335,gutenberg,The Secret of Lonesome Cove,
"Anderson, Sherwood",1917,fic,7045,gutenberg,Marching Men,
"Anderson, Sherwood",1920,fic,7414,gutenberg,Poor White: A Novel,
"Anderson, Sherwood",1921,fic,7048,gutenberg,"Triumph of the Egg, and Other Stories",
"Anderson, Sherwood",1916,fic,7443,gutenberg,Windy McPherson's Son,
"Anderson, Sherwood",1919,fic,416,gutenberg,"Winesburg, Ohio: A Group of Tales of Ohio Small Town Life",
"Austin, Mary Hunter",1912,fic,38592,gutenberg,A Woman of Genius,
"Austin, Mary Hunter",1904,fic,35502,gutenberg,The Basket Woman: A Book of Indian Tales for Children,
"Austin, Mary Hunter",1913,fic,20359,gutenberg,The Lovely Lady,
"Austin, Mary Hunter",1918,fic,9913,gutenberg,The Trail Book,
"Ayres, Ruby M. (Ruby Mildred)",1920,fic,42085,gutenberg,A Bachelor Husband,
"Ayres, Ruby M. (Ruby Mildred)",1920,fic,30817,gutenberg,The Beggar Man,
"Ayres, Ruby M. (Ruby Mildred)",1919,fic,30286,gutenberg,The Phantom Lover,
"Ayres, Ruby M. (Ruby Mildred)",1918,fic,17446,gutenberg,The Second Honeymoon,
"Bacon, Josephine Daskam",1908,fic,42692,gutenberg,An Idyll of All Fools' Day,
"Bacon, Josephine Daskam",1909,fic,22310,gutenberg,In the Border Country,
"Bacon, Josephine Daskam",1924,fic,26277,gutenberg,Margarita's Soul: The Romantic Recollections of a Man of Fifty,
"Baird, Jean K. (Jean Katherine)",1907,fic,26258,gutenberg,Elizabeth Hobart at Exeter Hall,
"Baird, Jean K. (Jean Katherine)",1910,fic,26973,gutenberg,Hester's Counterpart: A Story of Boarding School Life,
"Baird, Jean K. (Jean Katherine)",1920,fic,35822,gutenberg,That Little Girl of Miss Eliza's: A Story for Young People,
"Bassett, Sara Ware",1924,fic,23560,gutenberg,Carl and the Cotton Gin,
"Bassett, Sara Ware",1921,fic,18902,gutenberg,Flood Tide,
"Bassett, Sara Ware",1907,fic,23973,gutenberg,Mrs. Christy's Bridge Party,
"Bassett, Sara Ware",1933,fic,43773,gutenberg,Shifting Sands,
"Bassett, Sara Ware",1922,fic,23292,gutenberg,Ted and the Telephone,
"Bassett, Sara Ware",1920,fic,27471,gutenberg,The Wall Between,
"Bassett, Sara Ware",1923,fic,23728,gutenberg,Walter and the Wireless,
"Beach, Rex",1922,fic,6425,gutenberg,Flowing Gold,
"Beach, Rex",1910,fic,6488,gutenberg,Going Some,
"Beach, Rex",1915,fic,5099,gutenberg,Heart of the Sunset,
"Beach, Rex",1916,fic,5086,gutenberg,Rainbow's End,
"Beach, Rex",1914,fic,5143,gutenberg,The Auction Block,
"Beach, Rex",1908,fic,4082,gutenberg,The Barrier,
"Beach, Rex",1913,fic,5233,gutenberg,The Iron Trail,
"Beach, Rex",1911,fic,5405,gutenberg,The Ne'er-Do-Well,
"Beach, Rex",1912,fic,6379,gutenberg,The Net,
"Beach, Rex",1909,fic,6017,gutenberg,The Silver Horde,
"Beach, Rex",1906,fic,5076,gutenberg,The Spoilers,
"Beach, Rex",1918,fic,5062,gutenberg,The Winds of Chance,
"Bell, Lilian",1904,fic,18895,gutenberg,At Home with the Jardines,
"Bell, Lilian",1906,fic,40850,gutenberg,Carolina Lee,
"Bell, Lilian",1893,fic,22047,gutenberg,The Love Affairs of an Old Maid,
"Cabell, James Branch",1909,fic,22463,gutenberg,Chivalry,
"Cabell, James Branch",1913,fic,9663,gutenberg,Domnei: A Comedy of Woman-Worship,
"Cabell, James Branch",1921,fic,11639,gutenberg,Figures of Earth: A Comedy of Appearances,
"Cabell, James Branch",1919,fic,8771,gutenberg,Jurgen: A Comedy of Justice,
"Cabell, James Branch",1916,fic,288,gutenberg,The Certain Hour (Dizain des Po?tes),
"Cabell, James Branch",1909,fic,9608,gutenberg,The Cords of Vanity: A Comedy of Shirking,
"Cabell, James Branch",1904,fic,10882,gutenberg,The Eagle's Shadow,
"Cabell, James Branch",1905,fic,9488,gutenberg,The Line of Love; Dizain des Mariages,
"Cabell, James Branch",1915,fic,10041,gutenberg,The Rivet in Grandfather's Neck: A Comedy of Limitations,
"Cobb, Irvin S. (Irvin Shrewsbury)",1912,fic,44223,gutenberg,Back Home: Being the Narrative of Judge Priest and His People,
"Cobb, Irvin S. (Irvin Shrewsbury)",1920,fic,22530,gutenberg,From Place to Place,
"Cobb, Irvin S. (Irvin Shrewsbury)",1922,fic,36365,gutenberg,"J. Poindexter, Colored",
"Cobb, Irvin S. (Irvin Shrewsbury)",1927,fic,45320,gutenberg,Ladies and Gentlemen,
"Cobb, Irvin S. (Irvin Shrewsbury)",1915,fic,41297,gutenberg,Local Color,
"Crane, Stephen",1893,fic,447,gutenberg,Maggie: A Girl of the Streets,
"Crane, Stephen",1903,fic,29573,gutenberg,The O'Ruddy: A Romance,
"Crane, Stephen",1895,fic,73,gutenberg,The Red Badge of Courage: An Episode of the American Civil War,
"Ferber, Edna",1912,fic,352,gutenberg,Buttered Side Down: Stories,
"Ferber, Edna",1918,fic,11395,gutenberg,Cheerful?By Request,
"Ferber, Edna",1911,fic,1602,gutenberg,Dawn O'Hara: The Girl Who Laughed,
"Ferber, Edna",1915,fic,453,gutenberg,Emma McChesney and Co.,
"Ferber, Edna",1917,fic,350,gutenberg,Fanny Herself,
"Ferber, Edna",1922,fic,20419,gutenberg,Gigolo,
"Ferber, Edna",1920,fic,14714,gutenberg,Half Portions,
"Fisher, Dorothy Canfield",1915,fic,13091,gutenberg,Hillsboro People,
"Fisher, Dorothy Canfield",1918,fic,35616,gutenberg,Home Fires in France,
"Fisher, Dorothy Canfield",1922,fic,37451,gutenberg,Rough-Hewn,
"Fisher, Dorothy Canfield",1915,fic,11221,gutenberg,The Bent Twig,
"Fisher, Dorothy Canfield",1921,fic,14957,gutenberg,The Brimming Cup,
"Fisher, Dorothy Canfield",1912,fic,23768,gutenberg,The Squirrel-Cage,
"Fisher, Dorothy Canfield",1916,fic,5347,gutenberg,Understood Betsy,
"Fitzgerald, F. Scott (Francis Scott)",1922,fic,9830,gutenberg,The Beautiful and Damned,
"Fitzgerald, F. Scott (Francis Scott)",1920,fic,805,gutenberg,This Side of Paradise,
"Ford, Ford Madox",1907,fic,26698,gutenberg,Privy Seal: His Last Venture,
"Ford, Ford Madox",1908,fic,27432,gutenberg,The Fifth Queen Crowned,
"Ford, Ford Madox",1906,fic,30188,gutenberg,The Fifth Queen: And How She Came to Court,
"Ford, Ford Madox",1915,fic,2775,gutenberg,The Good Soldier,
"Ford, Ford Madox",1901,fic,14888,gutenberg,The Inheritors,
"Ford, Ford Madox",1913,fic,42801,gutenberg,The Young Lovell: A Romance,
"Forster, E. M. (Edward Morgan)",1908,fic,2641,gutenberg,A Room with a View,
"Forster, E. M. (Edward Morgan)",1910,fic,2891,gutenberg,Howards End,
"Forster, E. M. (Edward Morgan)",1907,fic,2604,gutenberg,The Longest Journey,
"Forster, E. M. (Edward Morgan)",1905,fic,2948,gutenberg,Where Angels Fear to Tread,
"Gale, Zona",1908,fic,26644,gutenberg,Friendship Village,
"Gale, Zona",1920,fic,10429,gutenberg,Miss Lulu Bett,
"Glasgow, Ellen Anderson Gholson",1916,fic,14571,gutenberg,Life and Gabriella: The Story of a Woman's Courage,
"Glasgow, Ellen Anderson Gholson",1922,fic,15603,gutenberg,One Man in His Time,
"Glasgow, Ellen Anderson Gholson",1898,fic,34402,gutenberg,Phases of an Inferior Planet,
"Glasgow, Ellen Anderson Gholson",1908,fic,34419,gutenberg,The Ancient Law,
"Glasgow, Ellen Anderson Gholson",1904,fic,2384,gutenberg,The Deliverance: A Romance of the Virginia Tobacco Fields,
"Grey, Zane",1903,fic,1261,gutenberg,Betty Zane,
"Grey, Zane",1912,fic,1300,gutenberg,Riders of the Purple Sage,
"Grey, Zane",1910,fic,1262,gutenberg,The Heritage of the Desert: A Novel,
"Grey, Zane",1908,fic,9932,gutenberg,The Last Trail,
"Grey, Zane",1915,fic,5067,gutenberg,The Rainbow Trail,
"Hill, Grace Livingston",1916,fic,21219,gutenberg,A Voice in the Wilderness,
"Hill, Grace Livingston",1911,fic,47525,gutenberg,Aunt Crete's Emancipation,
"Hill, Grace Livingston",1920,fic,30006,gutenberg,Cloudy Jewel,
"Hill, Grace Livingston",1911,fic,37698,gutenberg,Dawn of the Morning,
"Hill, Grace Livingston",1920,fic,30759,gutenberg,Exit Betty,
"Hurst, Fannie",1918,fic,10025,gutenberg,Gaslight Sonatas,
"Hurst, Fannie",1919,fic,9864,gutenberg,Humoresque: A Laugh on Life with a Tear Behind It,
"Hurst, Fannie",1914,fic,33118,gutenberg,Just Around the Corner: Romance en casserole,
"Hurst, Fannie",1921,fic,9858,gutenberg,Star-Dust: A Story of an American Girl,
"Hurst, Fannie",1922,fic,12659,gutenberg,The Vertical City,
"Ingram, Eleanor M. (Eleanor Marie)",1912,fic,27337,gutenberg,From the Car Behind,
"Ingram, Eleanor M. (Eleanor Marie)",1910,fic,29166,gutenberg,The Flying Mercury,
"Ingram, Eleanor M. (Eleanor Marie)",1909,fic,35740,gutenberg,The Game and the Candle,
"Ingram, Eleanor M. (Eleanor Marie)",1921,fic,23738,gutenberg,The Thing from the Lake,
"Joyce, James",1916,fic,4217,gutenberg,A Portrait of the Artist as a Young Man,
"Joyce, James",1914,fic,2814,gutenberg,Dubliners,
"Joyce, James",1922,fic,4300,gutenberg,Ulysses,
"Lewis, Sinclair",1922,fic,1156,gutenberg,Babbitt,
"Lewis, Sinclair",1919,fic,26732,gutenberg,Free Air,
"Lewis, Sinclair",1920,fic,543,gutenberg,Main Street,
"Lewis, Sinclair",1914,fic,4961,gutenberg,Our Mr. Wrenn: The Romantic Adventures of a Gentle Man,
"Lewis, Sinclair",1917,fic,25430,gutenberg,The Innocents: A Story for Lovers,
"Lewis, Sinclair",1917,fic,25474,gutenberg,The Job: An American Novel,
"London, Jack",1903,fic,215,gutenberg,The Call of the Wild,
"London, Jack",1904,fic,1074,gutenberg,The Sea-Wolf,
"London, Jack",1906,fic,910,gutenberg,White Fang,
"Mansfield, Katherine",1911,fic,1472,gutenberg,In a German Pension,
"Norris, Frank",1900,fic,16096,gutenberg,A Man's Woman,
"Norris, Frank",1899,fic,165,gutenberg,McTeague: A Story of San Francisco,
"Norris, Frank",1898,fic,321,gutenberg,Moran of the Lady Letty,
"Norris, Frank",1901,fic,268,gutenberg,The Octopus : A Story of California,
"Norris, Frank",1903,fic,4382,gutenberg,The Pit: A Story of Chicago,
"Norris, Frank",1914,fic,14712,gutenberg,Vandover and the Brute,
"Porter, Eleanor H. (Eleanor Hodgman)",1919,fic,6991,gutenberg,Across the Years,
"Porter, Eleanor H. (Eleanor Hodgman)",1916,fic,440,gutenberg,Just David,
"Porter, Eleanor H. (Eleanor Hodgman)",1911,fic,3266,gutenberg,Miss Billy,
"Porter, Eleanor H. (Eleanor Hodgman)",1913,fic,1450,gutenberg,Pollyanna,
"Rinehart, Mary Roberts",1920,fic,1970,gutenberg,A Poor Wise Man,
"Rinehart, Mary Roberts",1921,fic,1960,gutenberg,Sight Unseen,
"Rinehart, Mary Roberts",1914,fic,2358,gutenberg,The After House,
"Rinehart, Mary Roberts",1918,fic,1590,gutenberg,The Amazing Interlude,
"Rinehart, Mary Roberts",1922,fic,1601,gutenberg,The Breaking Point,
"Rinehart, Mary Roberts",1909,fic,1869,gutenberg,The Man in Lower Ten,
"Rinehart, Mary Roberts",1912,fic,330,gutenberg,Where There's a Will,
"Tarkington, Booth",1921,fic,980,gutenberg,Alice Adams,
"Tarkington, Booth",1922,fic,18259,gutenberg,Gentle Julia,
"Tarkington, Booth",1914,fic,402,gutenberg,Penrod,
"Tarkington, Booth",1899,fic,9659,gutenberg,The Gentleman from Indiana,
"Tarkington, Booth",1918,fic,8867,gutenberg,The Magnificent Ambersons,
"Tarkington, Booth",1914,fic,1098,gutenberg,The Turmoil: A Novel,
